Tensao,Derivada,2aDerivada,Bateria
3.970 ,0.030125,-0.009375,1
3.968 ,0.029375,-0.00875,1
3.965 ,0.028875,-0.008,1
3.963 ,0.028,-0.00775,1
3.960 ,0.0275,-0.007625,1
3.958 ,0.02725,-0.00675,1
3.955 ,0.026125,-0.007125,1
3.953 ,0.025875,-0.006375,1
3.950 ,0.025625,-0.005625,1
3.948 ,0.02525,-0.0055,1
3.946 ,0.024625,-0.0055,1
3.944 ,0.02425,-0.005125,1
3.941 ,0.024125,-0.00475,1
3.939 ,0.023625,-0.004375,1
3.937 ,0.023375,-0.004125,1
3.935 ,0.022875,-0.004375,1
3.933 ,0.022875,-0.00325,1
3.930 ,0.0225,-0.003375,1
3.928 ,0.022125,-0.0035,1
3.926 ,0.022,-0.00325,1
3.924 ,0.021875,-0.00275,1
3.922 ,0.021875,-0.002375,1
3.920 ,0.0215,-0.002625,1
3.918 ,0.0215,-0.002125,1
3.915 ,0.021375,-0.002,1
3.914 ,0.021125,-0.00175,1
3.912 ,0.020875,-0.002,1
3.910 ,0.02075,-0.00175,1
3.908 ,0.02075,-0.001375,1
3.906 ,0.020375,-0.001625,1
3.903 ,0.0205,-0.001375,1
3.902 ,0.020125,-0.00175,1
3.900 ,0.019875,-0.001625,1
3.898 ,0.01975,-0.00175,1
3.896 ,0.0195,-0.001875,1
3.894 ,0.019625,-0.0015,1
3.892 ,0.019625,-0.00125,1
3.890 ,0.01975,-0.001,1
3.888 ,0.019625,-0.001125,1
3.886 ,0.0195,-0.000875,1
3.884 ,0.019125,-0.001375,1
3.882 ,0.01925,-0.000875,1
3.881 ,0.018875,-0.001,1
3.879 ,0.019,-0.00075,1
3.877 ,0.019125,-0.000375,1
3.875 ,0.019,-0.000625,1
3.873 ,0.018875,-0.00075,1
3.872 ,0.018375,-0.001375,1
3.870 ,0.018375,-0.00125,1
3.868 ,0.018125,-0.001375,1
3.866 ,0.018375,-0.00075,1
3.864 ,0.018125,-0.001125,1
3.863 ,0.018125,-0.00075,1
3.861 ,0.018125,-0.000875,1
3.859 ,0.01775,-0.001375,1
3.857 ,0.017875,-0.001125,1
3.855 ,0.01775,-0.001125,1
3.854 ,0.018,-0.000375,1
3.852 ,0.017625,-0.00075,1
3.850 ,0.018,-0.000125,1
3.849 ,0.01725,-0.001125,1
3.847 ,0.0175,-0.000625,1
3.845 ,0.017625,-0.0005,1
3.843 ,0.017375,-0.00075,1
3.842 ,0.017125,-0.000625,1
3.840 ,0.017,-0.000875,1
3.838 ,0.01725,-0.0005,1
3.836 ,0.01725,-0.00075,1
3.835 ,0.016875,-0.00075,1
3.833 ,0.016875,-0.001125,1
3.832 ,0.017,-0.00025,1
3.830 ,0.016875,-0.000625,1
3.828 ,0.017125,-0.0005,1
3.826 ,0.017,-0.000375,1
3.825 ,0.01725,0.000125,1
3.823 ,0.017,0,1
3.821 ,0.01675,-0.0005,1
3.820 ,0.01675,-0.0005,1
3.818 ,0.017,0.000125,1
3.816 ,0.016875,0,1
3.815 ,0.016875,-0.000125,1
3.813 ,0.017125,0.00025,1
3.811 ,0.0165,-0.000625,1
3.810 ,0.01675,-0.00025,1
3.808 ,0.016625,-0.000625,1
3.806 ,0.016625,-0.000375,1
3.805 ,0.0165,-0.00025,1
3.803 ,0.016375,-0.000375,1
3.802 ,0.0165,-0.0005,1
3.800 ,0.0165,-0.000375,1
3.798 ,0.016625,-0.00025,1
3.797 ,0.016,-0.001125,1
3.795 ,0.0165,0,1
3.793 ,0.0165,-0.00025,1
3.792 ,0.01625,-0.000375,1
3.790 ,0.016125,-0.0005,1
3.789 ,0.016375,-0.000125,1
3.787 ,0.016375,0,1
3.785 ,0.0165,0,1
3.784 ,0.01625,-0.00025,1
3.782 ,0.016125,-0.0005,1
3.780 ,0.016375,0.000375,1
3.779 ,0.016125,-0.000375,1
3.777 ,0.015875,-0.000625,1
3.776 ,0.016,-0.00025,1
3.774 ,0.0165,0.000375,1
3.773 ,0.016,-0.000375,1
3.771 ,0.016,-0.000375,1
3.769 ,0.01575,-0.00075,1
3.767 ,0.016125,-0.000125,1
3.766 ,0.016125,0,1
3.764 ,0.016125,-0.00025,1
3.763 ,0.016125,0,1
3.761 ,0.015875,0,1
3.760 ,0.01625,0.00025,1
3.758 ,0.015625,-0.000875,1
3.756 ,0.01625,0.00025,1
3.755 ,0.015875,-0.000125,1
3.753 ,0.015875,0.000125,1
3.752 ,0.015875,-0.00025,1
3.750 ,0.0155,-0.000625,1
3.749 ,0.015625,-0.0005,1
3.747 ,0.015625,-0.0005,1
3.746 ,0.015875,0,1
3.744 ,0.015625,-0.000625,1
3.742 ,0.015875,0.00025,1
3.741 ,0.0155,-0.00075,1
3.739 ,0.015625,-0.00025,1
3.738 ,0.0155,-0.000375,1
3.736 ,0.015375,-0.0005,1
3.735 ,0.01575,0.00025,1
3.733 ,0.01575,0.000125,1
3.731 ,0.015625,0,1
3.730 ,0.0155,-0.000375,1
3.728 ,0.0155,-0.000125,1
3.727 ,0.0155,-0.000375,1
3.725 ,0.0155,0,1
3.724 ,0.015625,0,1
3.722 ,0.015625,0.000125,1
3.721 ,0.015375,0,1
3.719 ,0.015375,-0.000375,1
3.718 ,0.015,-0.00075,1
3.716 ,0.015375,-0.00025,1
3.715 ,0.015375,-0.000125,1
3.713 ,0.01525,-0.00025,1
3.712 ,0.015125,-0.000375,1
3.710 ,0.015,-0.0005,1
3.709 ,0.01475,-0.000875,1
3.707 ,0.01525,-0.000375,1
3.706 ,0.015,-0.000375,1
3.704 ,0.015,-0.000375,1
3.703 ,0.01525,0.00025,1
3.701 ,0.01475,-0.000625,1
3.700 ,0.015,-0.000375,1
3.698 ,0.014875,-0.000375,1
3.697 ,0.014875,-0.00025,1
3.695 ,0.014875,-0.000125,1
3.694 ,0.015,0.00025,1
3.692 ,0.014625,-0.000625,1
3.691 ,0.014875,-0.000125,1
3.690 ,0.014625,-0.000375,1
3.688 ,0.01475,-0.0005,1
3.687 ,0.01475,0,1
3.685 ,0.014625,-0.000375,1
3.684 ,0.01475,-0.000125,1
3.682 ,0.014625,-0.00025,1
3.681 ,0.0145,-0.000375,1
3.680 ,0.014375,-0.000625,1
3.678 ,0.014375,-0.00025,1
3.677 ,0.014375,-0.0005,1
3.675 ,0.014375,-0.00025,1
3.674 ,0.014125,-0.000625,1
3.673 ,0.013875,-0.000875,1
3.671 ,0.014,-0.000625,1
3.670 ,0.01375,-0.001,1
3.668 ,0.013875,-0.00075,1
3.667 ,0.013875,-0.000625,1
3.665 ,0.014125,-0.00025,1
3.664 ,0.01375,-0.000625,1
3.663 ,0.01375,-0.000625,1
3.662 ,0.01375,-0.000625,1
3.660 ,0.01375,-0.000375,1
3.659 ,0.01375,-0.000125,1
3.657 ,0.013625,-0.000375,1
3.656 ,0.013625,-0.000125,1
3.655 ,0.013625,-0.00025,1
3.654 ,0.0135,-0.000375,1
3.652 ,0.013375,-0.00075,1
3.651 ,0.013625,-0.000125,1
3.649 ,0.013375,-0.000375,1
3.648 ,0.013625,-0.000125,1
3.647 ,0.013,-0.00075,1
3.645 ,0.0135,-0.00025,1
3.644 ,0.01325,-0.000375,1
3.643 ,0.013375,-0.00025,1
3.641 ,0.01325,-0.000375,1
3.640 ,0.0135,0,1
3.639 ,0.0135,0.000125,1
3.637 ,0.0135,-0.000125,1
3.636 ,0.01325,-0.000125,1
3.634 ,0.0135,-0.000125,1
3.633 ,0.013875,0.000875,1
3.632 ,0.013625,0.000125,1
3.631 ,0.013625,0.000375,1
3.629 ,0.01375,0.000375,1
3.628 ,0.013375,0.000125,1
3.627 ,0.0135,0,1
3.625 ,0.0135,0,1
3.624 ,0.013375,-0.000125,1
3.622 ,0.014,0.00075,1
3.621 ,0.013375,-0.000125,1
3.620 ,0.013625,-0.00025,1
3.618 ,0.0135,-0.000125,1
3.617 ,0.0135,-0.000125,1
3.615 ,0.01375,0,1
3.614 ,0.013625,0.00025,1
3.613 ,0.01375,0.00025,1
3.612 ,0.013375,-0.000125,1
3.610 ,0.01375,0.000375,1
3.609 ,0.0135,-0.0005,1
3.607 ,0.013625,0.00025,1
3.606 ,0.013375,-0.00025,1
3.605 ,0.01375,0.00025,1
3.603 ,0.013625,0.000125,1
3.602 ,0.013,-0.00075,1
3.601 ,0.01325,-0.000375,1
3.600 ,0.01325,-0.0005,1
3.598 ,0.01325,-0.000125,1
3.597 ,0.013125,-0.000625,1
3.596 ,0.013,-0.0005,1
3.594 ,0.013125,-0.0005,1
3.593 ,0.013,-0.000375,1
3.592 ,0.01275,-0.001,1
3.591 ,0.01275,-0.000875,1
3.589 ,0.013125,0.000125,1
3.588 ,0.01325,0,1
3.587 ,0.01225,-0.001,1
3.586 ,0.0125,-0.00075,1
3.584 ,0.012625,-0.0005,1
3.583 ,0.0125,-0.0005,1
3.582 ,0.01225,-0.000875,1
3.581 ,0.012375,-0.000625,1
3.579 ,0.012375,-0.000375,1
3.578 ,0.01225,-0.0005,1
3.577 ,0.012,-0.001125,1
3.576 ,0.011875,-0.001375,1
3.575 ,0.0125,0.00025,1
3.574 ,0.012375,-0.000125,1
3.573 ,0.011625,-0.001,1
3.572 ,0.011625,-0.000875,1
3.570 ,0.011875,-0.000375,1
3.569 ,0.012,-0.000375,1
3.568 ,0.011125,-0.00125,1
3.567 ,0.011375,-0.000875,1
3.566 ,0.011375,-0.000625,1
3.565 ,0.011375,-0.0005,1
3.564 ,0.011125,-0.001375,1
3.563 ,0.01075,-0.001625,1
3.562 ,0.011,-0.000625,1
3.561 ,0.010875,-0.00075,1
3.560 ,0.0105,-0.001375,1
3.559 ,0.01025,-0.00175,1
3.558 ,0.0105,-0.000625,1
3.557 ,0.01025,-0.001125,1
3.556 ,0.009875,-0.0015,1
3.555 ,0.00975,-0.001625,1
3.554 ,0.009625,-0.0015,1
3.553 ,0.00975,-0.001,1
3.552 ,0.00975,-0.00125,1
3.551 ,0.00975,-0.001125,1
3.550 ,0.0095,-0.001,1
3.549 ,0.009375,-0.000875,1
3.548 ,0.00975,-0.00075,1
3.547 ,0.009375,-0.000875,1
3.546 ,0.0095,-0.000375,1
3.546 ,0.009125,-0.000625,1
3.545 ,0.009125,-0.0005,1
3.544 ,0.009125,-0.000625,1
3.543 ,0.008875,-0.000875,1
3.542 ,0.00875,-0.001,1
3.541 ,0.00875,-0.00075,1
3.541 ,0.008625,-0.00075,1
3.540 ,0.008375,-0.001375,1
3.539 ,0.0085,-0.000875,1
3.538 ,0.008125,-0.001375,1
3.537 ,0.0085,-0.000625,1
3.537 ,0.00825,-0.000875,1
3.536 ,0.007875,-0.00125,1
3.535 ,0.008,-0.000875,1
3.534 ,0.007875,-0.000875,1
3.534 ,0.007875,-0.000875,1
3.533 ,0.007625,-0.001,1
3.532 ,0.008,-0.000375,1
3.531 ,0.00775,-0.00075,1
3.531 ,0.00775,-0.000375,1
3.530 ,0.0075,-0.001,1
3.529 ,0.007375,-0.000875,1
3.529 ,0.0075,-0.000375,1
3.528 ,0.0075,-0.0005,1
3.527 ,0.00725,-0.000625,1
3.526 ,0.00725,-0.000625,1
3.525 ,0.0075,-0.000125,1
3.525 ,0.007125,-0.000875,1
3.524 ,0.007125,-0.000625,1
3.523 ,0.007375,-0.000375,1
3.523 ,0.006875,-0.000625,1
3.522 ,0.0075,0.000125,1
3.521 ,0.00725,-0.00025,1
3.520 ,0.007125,-0.000375,1
3.520 ,0.007,-0.00025,1
3.519 ,0.006875,-0.000375,1
3.519 ,0.00675,-0.00075,1
3.518 ,0.0065,-0.000625,1
3.518 ,0.0065,-0.000625,1
3.517 ,0.0065,-0.000875,1
3.516 ,0.006625,-0.00025,1
3.516 ,0.006125,-0.001375,1
3.515 ,0.006375,-0.000875,1
3.514 ,0.006125,-0.001,1
3.514 ,0.00625,-0.00075,1
3.513 ,0.00625,-0.000625,1
3.513 ,0.006,-0.00075,1
3.512 ,0.00625,-0.00025,1
3.511 ,0.006375,-0.000125,1
3.511 ,0.005875,-0.000625,1
3.510 ,0.006625,0,1
3.510 ,0.006125,0,1
3.509 ,0.006125,-0.00025,1
3.508 ,0.006125,0,1
3.508 ,0.006,-0.00025,1
3.507 ,0.006375,0.000125,1
3.507 ,0.006125,0.000125,1
3.506 ,0.006,-0.00025,1
3.505 ,0.00575,-0.000625,1
3.505 ,0.006,0.000125,1
3.504 ,0.0055,-0.001125,1
3.504 ,0.005875,-0.00025,1
3.503 ,0.0055,-0.000625,1
3.502 ,0.005875,-0.00025,1
3.502 ,0.00575,-0.00025,1
3.501 ,0.0055,-0.000875,1
3.501 ,0.005625,-0.0005,1
3.500 ,0.0055,-0.0005,1
3.500 ,0.00575,0,1
3.499 ,0.00575,-0.00025,1
3.499 ,0.005625,0.000125,1
3.498 ,0.005625,-0.00025,1
3.498 ,0.005625,0.000125,1
3.497 ,0.00525,-0.000625,1
3.496 ,0.005625,-0.000125,1
3.496 ,0.005375,-0.000125,1
3.495 ,0.0055,-0.000125,1
3.495 ,0.005625,0.000125,1
3.494 ,0.0055,-0.00025,1
3.494 ,0.0055,-0.00025,1
3.493 ,0.00525,-0.000375,1
3.493 ,0.005375,-0.00025,1
3.492 ,0.005625,0,1
3.492 ,0.00525,0,1
3.491 ,0.0055,-0.000125,1
3.491 ,0.00525,-0.000125,1
3.490 ,0.0055,0,1
3.490 ,0.005125,-0.0005,1
3.489 ,0.00525,-0.00025,1
3.488 ,0.005125,-0.000375,1
3.488 ,0.00575,0.0005,1
3.487 ,0.005375,0,1
3.487 ,0.00525,-0.000375,1
3.486 ,0.005375,0.000125,1
3.486 ,0.00525,-0.00025,1
3.485 ,0.005375,0.000125,1
3.485 ,0.005125,-0.000375,1
3.484 ,0.005375,0.00025,1
3.484 ,0.005375,0.000125,1
3.483 ,0.00575,0.000625,1
3.482 ,0.00525,-0.0005,1
3.482 ,0.00525,-0.000125,1
3.481 ,0.0055,0.00025,1
3.481 ,0.00575,0.000375,1
3.480 ,0.005375,0.000125,1
3.480 ,0.005375,0,1
3.479 ,0.0055,0.000375,1
3.479 ,0.00525,-0.000125,1
3.478 ,0.005375,0,1
3.478 ,0.005125,-0.000625,1
3.477 ,0.005375,0.000125,1
3.476 ,0.005625,0.000375,1
3.476 ,0.005375,-0.000125,1
3.476 ,0.005,-0.00075,1
3.475 ,0.0055,0.000125,1
3.475 ,0.005375,0,1
3.474 ,0.005625,0.000125,1
3.473 ,0.0055,0.00025,1
3.473 ,0.0055,0.000125,1
3.472 ,0.00525,0.000125,1
3.472 ,0.00525,-0.000125,1
3.471 ,0.0055,-0.000125,1
3.470 ,0.0055,0.000125,1
3.470 ,0.00575,0.00075,1
3.469 ,0.005375,-0.000125,1
3.469 ,0.005375,0,1
3.468 ,0.005375,-0.00025,1
3.468 ,0.005625,0.000125,1
3.467 ,0.00575,0.00025,1
3.467 ,0.00575,0.0005,1
3.466 ,0.005625,0.000375,1
3.466 ,0.00525,-0.00025,1
3.465 ,0.005625,0.000125,1
3.465 ,0.005375,-0.000375,1
3.464 ,0.0055,0.000125,1
3.463 ,0.006,0.000625,1
3.463 ,0.0055,0.000125,1
3.462 ,0.005625,0,1
3.461 ,0.0055,-0.00025,1
3.461 ,0.00575,0,1
3.460 ,0.00575,0.000125,1
3.460 ,0.006,0.00075,1
3.459 ,0.005625,0,1
3.458 ,0.00625,0.000875,1
3.458 ,0.006,0.0005,1
3.457 ,0.006,0,1
3.457 ,0.006125,0.000625,1
3.456 ,0.005875,0.00025,1
3.455 ,0.006,0.0005,1
3.455 ,0.006125,0.000375,1
3.454 ,0.006,0.00025,1
3.453 ,0.0065,0.0005,1
3.453 ,0.00625,0.000625,1
3.452 ,0.00625,0,1
3.452 ,0.00625,0.00025,1
3.451 ,0.0065,0.0005,1
3.450 ,0.0065,0.000375,1
3.450 ,0.0065,0.000625,1
3.449 ,0.0065,0.0005,1
3.448 ,0.0065,0.000375,1
3.447 ,0.006875,0.000875,1
3.447 ,0.006375,-0.000125,1
3.447 ,0.006375,0.000125,1
3.446 ,0.0065,0.00025,1
3.445 ,0.00675,0.0005,1
3.444 ,0.006375,-0.000125,1
3.443 ,0.00675,0.00025,1
3.443 ,0.006875,0.000375,1
3.442 ,0.007125,0.000625,1
3.441 ,0.006875,0.000375,1
3.441 ,0.006625,-0.00025,1
3.440 ,0.007,0.000625,1
3.439 ,0.007375,0.001,1
3.438 ,0.00725,0.00075,1
3.437 ,0.0075,0.00075,1
3.437 ,0.007375,0.001,1
3.436 ,0.007625,0.000875,1
3.435 ,0.00775,0.000875,1
3.435 ,0.00725,0.000125,1
3.434 ,0.007625,0.00075,1
3.433 ,0.007875,0.00125,1
3.432 ,0.00775,0.00075,1
3.431 ,0.007875,0.0005,1
3.431 ,0.007625,0.000375,1
3.430 ,0.007625,0.000125,1
3.429 ,0.008,0.000625,1
3.428 ,0.007375,-0.00025,1
3.427 ,0.00775,0,1
3.426 ,0.008125,0.000875,1
3.426 ,0.007875,0.00025,1
3.425 ,0.00775,-0.000125,1
3.424 ,0.008,0.00025,1
3.423 ,0.008,0.000125,1
3.422 ,0.0085,0.000875,1
3.421 ,0.008375,0.00075,1
3.421 ,0.008375,0.000375,1
3.420 ,0.008625,0.00125,1
3.419 ,0.008625,0.000875,1
3.418 ,0.00825,0.000125,1
3.417 ,0.008875,0.001,1
3.416 ,0.009,0.00125,1
3.415 ,0.00875,0.00075,1
3.414 ,0.009,0.001,1
3.413 ,0.00875,0.00025,1
3.412 ,0.009125,0.00075,1
3.411 ,0.009125,0.00075,1
3.411 ,0.00925,0.000625,1
3.410 ,0.00925,0.000625,1
3.409 ,0.009625,0.001375,1
3.408 ,0.009125,0.00025,1
3.407 ,0.0095,0.0005,1
3.406 ,0.0095,0.00075,1
3.405 ,0.009375,0.000375,1
3.404 ,0.009125,0.000375,1
3.403 ,0.009375,0.00025,1
3.402 ,0.009375,0.00025,1
3.401 ,0.00975,0.0005,1
3.400 ,0.009625,0.000375,1
3.399 ,0.009875,0.00025,1
3.398 ,0.010125,0.001,1
3.397 ,0.010125,0.000625,1
3.396 ,0.01025,0.00075,1
3.395 ,0.01025,0.000875,1
3.393 ,0.011125,0.002,1
3.392 ,0.0105,0.001125,1
3.391 ,0.01075,0.001375,1
3.390 ,0.0105,0.00075,1
3.389 ,0.01075,0.001125,1
3.388 ,0.011,0.001125,1
3.387 ,0.010625,0.0005,1
3.385 ,0.011125,0.001,1
3.385 ,0.010875,0.000625,1
3.383 ,0.011375,0.001125,1
3.383 ,0.010625,-0.0005,1
3.381 ,0.011375,0.000875,1
3.380 ,0.011625,0.000875,1
3.379 ,0.01175,0.00125,1
3.378 ,0.011625,0.000875,1
3.376 ,0.011625,0.000625,1
3.375 ,0.011875,0.00125,1
3.374 ,0.011875,0.00075,1
3.372 ,0.01225,0.001375,1
3.371 ,0.012125,0.00075,1
3.369 ,0.013125,0.0025,1
3.369 ,0.0125,0.001125,1
3.367 ,0.012625,0.001,1
3.366 ,0.0125,0.00075,1
3.365 ,0.012875,0.00125,1
3.363 ,0.013125,0.0015,1
3.362 ,0.01325,0.001375,1
3.361 ,0.012875,0.001,1
3.359 ,0.013125,0.000875,1
3.358 ,0.013375,0.00125,1
3.357 ,0.012625,-0.0005,1
3.355 ,0.013125,0.000625,1
3.354 ,0.01325,0.000625,1
3.352 ,0.01375,0.00125,1
3.351 ,0.013625,0.00075,1
3.350 ,0.013125,0,1
3.348 ,0.013625,0.000375,1
3.347 ,0.013875,0.001,1
3.346 ,0.01375,0.000625,1
3.344 ,0.013875,0.0005,1
3.343 ,0.013875,0.00125,1
3.341 ,0.014125,0.001,1
3.340 ,0.01375,0.0005,1
3.338 ,0.013875,0.000125,1
3.337 ,0.014375,0.00075,1
3.335 ,0.014375,0.00125,1
3.334 ,0.014375,0.00075,1
3.333 ,0.01425,0.000375,1
3.331 ,0.014625,0.000875,1
3.329 ,0.015,0.001125,1
3.328 ,0.015375,0.0015,1
3.326 ,0.0155,0.001375,1
3.324 ,0.015875,0.002125,1
3.322 ,0.016125,0.00225,1
3.321 ,0.016,0.001625,1
3.319 ,0.016375,0.002,1
3.317 ,0.0165,0.002125,1
3.316 ,0.017,0.00275,1
3.314 ,0.017125,0.0025,1
3.312 ,0.01725,0.00225,1
3.310 ,0.01775,0.002375,1
3.308 ,0.01775,0.00225,1
3.306 ,0.018125,0.00225,1
3.304 ,0.018375,0.00225,1
3.302 ,0.018875,0.002875,1
3.300 ,0.019125,0.00275,1
3.297 ,0.02025,0.00375,1
3.295 ,0.02025,0.00325,1
3.292 ,0.021625,0.0045,1
3.289 ,0.02225,0.005,1
3.287 ,0.022625,0.004875,1
3.284 ,0.023625,0.005875,1
3.282 ,0.024375,0.00625,1
3.279 ,0.02525,0.006875,1
3.276 ,0.02625,0.007375,1
3.272 ,0.027875,0.00875,1
3.269 ,0.028375,0.008125,1
3.265 ,0.0305,0.01025,1
3.261 ,0.03075,0.009125,1
3.257 ,0.032375,0.010125,1
3.253 ,0.034125,0.0115,1
3.249 ,0.0355,0.011875,1
3.244 ,0.038,0.013625,1
3.239 ,0.03975,0.0145,1
3.234 ,0.041625,0.015375,1
3.227 ,0.044625,0.01675,1
3.221 ,0.047625,0.01925,1
3.215 ,0.04975,0.01925,1
3.208 ,0.053,0.02225,1
3.201 ,0.0565,0.024125,1
3.192 ,0.060625,0.0265,1
3.184 ,0.06525,0.02975,1
3.174 ,0.0695,0.0315,1
3.163 ,0.0755,0.03575,1
3.152 ,0.0815,0.039875,1
3.140 ,0.087375,0.04275,1
3.127 ,0.0945,0.046875,1
3.112 ,0.103,0.05325,1
3.097 ,0.111625,0.058625,1
